,RESOLUCAO,EMPRESA,AUTORIZACAO,MARCA,PROCESSO,REGISTRO,VENDA E EMPREGO,VENCIMENTO,APRESENTACAO,VALIDADE PRODUTO,CATEGORIA,ASSUNTO PETICAO,EXPEDIENTE E PETICAO,VERSAO
320,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", Pablo Javier Arias Gonzalez, 3.09171-3, CLORO CONCENTRADO PRODUSOLAR, 25351.558874/2020-54, 3.9171.0003.001-5, PRODUTO DE VENDA LIVRE, 12/2030, FRASCO DE PLASTICO OPACO, 6 Meses, 3222030 DESINCRUSTANTE ALCALINO, 387 Registro de Produto de Risco 2 - Detergentes e Congêneres,,
321,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", Pablo Javier Arias Gonzalez, 3.09171-3, CLORO CONCENTRADO PRODUSOLAR, 25351.558874/2020-54, 3.9171.0003.002-3, PRODUTO DE VENDA LIVRE, 12/2030, GALAO PLASTICO, 6 Meses, 3222030 DESINCRUSTANTE ALCALINO, 387 Registro de Produto de Risco 2 - Detergentes e Congêneres,,
322,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", Pablo Javier Arias Gonzalez, 3.09171-3, SUPER CLORO PRODUSOLAR, 25351.559016/2020-27, 3.9171.0002.001-1, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 12/2030, FRASCO DE PLASTICO OPACO, 6 Meses, 3222030 DESINCRUSTANTE ALCALINO, 387 Registro de Produto de Risco 2 - Detergentes e Congêneres,,
323,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", Pablo Javier Arias Gonzalez, 3.09171-3, SUPER CLORO PRODUSOLAR, 25351.559016/2020-27, 3.9171.0002.002-8, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 12/2030, GALAO PLASTICO, 6 Meses, 3222030 DESINCRUSTANTE ALCALINO, 387 Registro de Produto de Risco 2 - Detergentes e Congêneres,,
324,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", PRODUTOS DE LIMPEZA RAINHA DO SOL LTDA, 3.06532-1, ALVEJANTE CLORADO ORQUÍDEA, 25351.379142/2020-08, 3.6532.0007.001-6, PRODUTO DE VENDA LIVRE, 12/2030, BOMBONA PLASTICA OPACA, 6 Meses, 4300215 ALVEJANTE CLORADO, 3889 Registro de Produto de Risco 2 - Alvejante,, 1
325,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", RAWELL QUÍMICA EIRELI, 3.03554-9, MATA MATO, 25351.866896/2020-95, 3.3554.0031.001-8, PRODUTO DE VENDA LIVRE, 12/2030, FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO, 24 Meses, 3222019 JARDINAGEM AMADORA, 30020 REG. SANEANTES - Registro de produtos saneantes,,
326,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", RAWELL QUÍMICA EIRELI, 3.03554-9, MATA TIRIRICA, 25351.867122/2020-81, 3.3554.0032.001-3, PRODUTO DE VENDA LIVRE, 12/2030, FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO, 24 Meses, 3222019 JARDINAGEM AMADORA, 30020 REG. SANEANTES - Registro de produtos saneantes,,
327,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", RAWELL QUÍMICA EIRELI, 3.03554-9, MARA TIRIRICA PLUS, 25351.867133/2020-61, 3.3554.0033.001-9, PRODUTO DE VENDA LIVRE, 12/2030, FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO, 24 Meses, 3222019 JARDINAGEM AMADORA, 30020 REG. SANEANTES - Registro de produtos saneantes,,
328,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", SERCON IND. COM. AP. MED. HOSP. LTDA, 3.07732-9, VALSURE DETERGENTE ENZIMATICO, 25351.320960/2018-71, 3.7732.0005.001-6,, 02/2022, TAMBOR PLASTICO OPACO, 24 Meses, 3222020 DETERGENTE ENZIMÁTICO, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 1570465/20-3,
329,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", SERCON IND. COM. AP. MED. HOSP. LTDA, 3.07732-9, VALSURE DETERGENTE ENZIMATICO, 25351.320960/2018-71, 3.7732.0005.002-4,, 02/2022, BOMBONA PLASTICA, 24 Meses, 3222020 DETERGENTE ENZIMÁTICO, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 1570465/20-3,
330,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", SERCON IND. COM. AP. MED. HOSP. LTDA, 3.07732-9, VALSURE DETERGENTE ENZIMATICO, 25351.320960/2018-71, 3.7732.0005.003-2,, 02/2022, GALAO PLASTICO + CAIXA DE PAPELAO, 24 Meses, 3222020 DETERGENTE ENZIMÁTICO, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 1570465/20-3,
331,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", SEVEN GEL INDÚSTRIA E COMÉRCIO LTDA - EPP, 3.02331-1, DESINFETANTE DESENGORDURANTE CONCENTRADO PROFIPLUS, 25351.746105/2020-10, 3.2331.0094.001-9, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 12/2030, FRASCO DE PLASTICO OPACO, 24 Meses, 3222051 DESINFETANTE PARA USO ESPECÍFICO, 3929 Registro de Produto de Risco 2 - Desinfetante para uso específico, 2207483/20-7,
332,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", SEVEN GEL INDÚSTRIA E COMÉRCIO LTDA - EPP, 3.02331-1, DESINFETANTE DESENGORDURANTE CONCENTRADO PROFIPLUS, 25351.746105/2020-10, 3.2331.0094.002-7, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 12/2030, GALAO, 24 Meses, 3222051 DESINFETANTE PARA USO ESPECÍFICO, 3929 Registro de Produto de Risco 2 - Desinfetante para uso específico, 2207483/20-7,
333,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", SEVEN GEL INDÚSTRIA E COMÉRCIO LTDA - EPP, 3.02331-1, DESINFETANTE DESENGORDURANTE CONCENTRADO PROFIPLUS, 25351.746105/2020-10, 3.2331.0094.003-5, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 12/2030, BOMBONA PLASTICA, 24 Meses, 3222051 DESINFETANTE PARA USO ESPECÍFICO, 3929 Registro de Produto de Risco 2 - Desinfetante para uso específico, 2207483/20-7,
334,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", SEVEN GEL INDÚSTRIA E COMÉRCIO LTDA - EPP, 3.02331-1, SEVEN FREE, 25351.759498/2011-11, 3.2331.0022.001-6, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 02/2027, FRASCO DE PLASTICO TRANSPARENTE + CAIXA DE PAPELAO, 24 Meses, 3211042 DETERGENTE DESENGORDURANTE, 389 REG. SANEANTES - Alteração de Rotulagem de Produto,,
335,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", SEVEN GEL INDÚSTRIA E COMÉRCIO LTDA - EPP, 3.02331-1, SEVEN FREE, 25351.759498/2011-11, 3.2331.0022.002-4, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 02/2027, GALAO, 24 Meses, 3211042 DETERGENTE DESENGORDURANTE, 389 REG. SANEANTES - Alteração de Rotulagem de Produto,,
336,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", SEVEN GEL INDÚSTRIA E COMÉRCIO LTDA - EPP, 3.02331-1, SEVEN FREE, 25351.759498/2011-11, 3.2331.0022.003-2, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 02/2027, BOMBONA PLASTICA, 24 Meses, 3211042 DETERGENTE DESENGORDURANTE, 389 REG. SANEANTES - Alteração de Rotulagem de Produto,,
337,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", Spartan do Brasil Produtos Químicos Ltda., 3.00018-9, HIGINDOOR 433 REMOVEDOR, 25351.934927/2020-48, 3.0018.0199.001-1, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 12/2030, Higindoor 433 Removedor + FRASCO DE PLASTICO OPACO + FILME DE POLIETILENO, 24 Meses, 3202038 REMOVEDOR, 30020 REG. SANEANTES - Registro de produtos saneantes,,
338,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", Spartan do Brasil Produtos Químicos Ltda., 3.00018-9, HIGINDOOR 433 REMOVEDOR, 25351.934927/2020-48, 3.0018.0199.002-1, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 12/2030, Higindoor 433 Removedor + BOMBONA PLASTICA + FILME DE POLIETILENO, 24 Meses, 3202038 REMOVEDOR, 30020 REG. SANEANTES - Registro de produtos saneantes,,
339,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", Spartan do Brasil Produtos Químicos Ltda., 3.00018-9, HIGINDOOR 433 REMOVEDOR, 25351.934927/2020-48, 3.0018.0199.003-8, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 12/2030, Higindoor 433 Removedor + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3202038 REMOVEDOR, 30020 REG. SANEANTES - Registro de produtos saneantes,,
340,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", Spartan do Brasil Produtos Químicos Ltda., 3.00018-9, HIGINDOOR 433 REMOVEDOR, 25351.934927/2020-48, 3.0018.0199.004-6, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 12/2030, Higindoor 433 Removedor + TAMBOR PLASTICO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3202038 REMOVEDOR, 30020 REG. SANEANTES - Registro de produtos saneantes,,
341,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", TECNOCELL AGROFLORESTAL LTDA, 3.01704-4, KELLMAT BLOCO, 25351.128400/2005-42, 3.1704.0043.001-4, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 06/2030, SACO PLASTICO, 2 Ano(s), 3207021 RATICIDA PARA EMPRESAS ESPECIALIZADAS, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 1145269/20-2,
342,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", TECNOQUÍMICA INDÚSTRIA E COMÉRCIO LTDA., 3.02850-4, TECNO SANIT PLUS A&amp;B, 25351.769780/2020-17, 3.2850.0024.001-8,, 12/2030, FRASCO DE PLASTICO OPACO, 6 Meses, 3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS, 3883 Registro de Produto de Risco 2 - Desinfetante para Indústria Alimentícia e Afins,,
343,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", TECNOQUÍMICA INDÚSTRIA E COMÉRCIO LTDA., 3.02850-4, TECNO SANIT PLUS A&amp;B, 25351.769780/2020-17, 3.2850.0024.002-6,, 12/2030, GALAO PLASTICO, 6 Meses, 3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS, 3883 Registro de Produto de Risco 2 - Desinfetante para Indústria Alimentícia e Afins,,
344,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", TECNOQUÍMICA INDÚSTRIA E COMÉRCIO LTDA., 3.02850-4, TECNO SANIT PLUS A&amp;B, 25351.769780/2020-17, 3.2850.0024.003-4,, 12/2030, BOMBONA PLASTICA OPACA, 6 Meses, 3205053 DESINFETANTE PARA INDÚSTRIA ALIMENTÍCIA E AFINS, 3883 Registro de Produto de Risco 2 - Desinfetante para Indústria Alimentícia e Afins,,
345,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", UNILEVER BRASIL INDUSTRIAL LTDA, 3.02066-7, CIF MULTIUSO + ANTIBAC, 25351.605738/2019-27, 3.2066.0496.001-6, PRODUTO DE VENDA LIVRE, 02/2030, FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 396 REG. SANEANTES - Alteração (Inclusão Ou Exclusão) de Fabricante, 3348276/20-9,
346,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", V VILAS BOAS SOLUÇÃO EM LIMPEZA EIRELI, 3.09068-9, INTERCLEAN 1X40, 25351.452269/2020-71, 3.9068.0003.001-2, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 12/2030, FRASCO PLÁSTICO TRANSPARENTE COM GATILHO, 12 Meses, 3222029 DESINCRUSTANTE ÁCIDO, 387 Registro de Produto de Risco 2 - Detergentes e Congêneres,,
347,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", V VILAS BOAS SOLUÇÃO EM LIMPEZA EIRELI, 3.09068-9, INTERCLEAN 1X40, 25351.452269/2020-71, 3.9068.0003.002-0, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 12/2030, BOMBONA PLASTICA, 12 Meses, 3222029 DESINCRUSTANTE ÁCIDO, 387 Registro de Produto de Risco 2 - Detergentes e Congêneres,,
348,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", V VILAS BOAS SOLUÇÃO EM LIMPEZA EIRELI, 3.09068-9, INTERCLEAN 1X40, 25351.452269/2020-71, 3.9068.0003.003-9, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 12/2030, BOMBONA PLASTICA OPACA, 12 Meses, 3222029 DESINCRUSTANTE ÁCIDO, 387 Registro de Produto de Risco 2 - Detergentes e Congêneres,,
349,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", V VILAS BOAS SOLUÇÃO EM LIMPEZA EIRELI, 3.09068-9, INTERCLEAN 1X40, 25351.452269/2020-71, 3.9068.0003.004-7, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 12/2030, TAMBOR PLASTICO, 12 Meses, 3222029 DESINCRUSTANTE ÁCIDO, 387 Registro de Produto de Risco 2 - Detergentes e Congêneres,,
350,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", VALÊNCIA INDÚSTRIA E COMÉRCIO DE PRODUTOS DE LIMPEZA LTDA - EPP, 3.03384-1, DESINFETANTE USO HOSPITALAR VALÊNCIA, 25351.709877/2020-62, 3.3384.0016.001-6,, 12/2030, FRASCO, 24 Meses, 3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS, 3886 Registro de Produto de Risco 2 - Desinfetante Hospitalar para Superfícies Fixas e Artigos Não Críticos,, FLORAL
351,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", VALÊNCIA INDÚSTRIA E COMÉRCIO DE PRODUTOS DE LIMPEZA LTDA - EPP, 3.03384-1, DESINFETANTE USO HOSPITALAR VALÊNCIA, 25351.709877/2020-62, 3.3384.0016.002-4,, 12/2030, FRASCO DE PLASTICO OPACO, 24 Meses, 3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS, 3886 Registro de Produto de Risco 2 - Desinfetante Hospitalar para Superfícies Fixas e Artigos Não Críticos,, FLORAL
352,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", VALÊNCIA INDÚSTRIA E COMÉRCIO DE PRODUTOS DE LIMPEZA LTDA - EPP, 3.03384-1, DESINFETANTE USO HOSPITALAR VALÊNCIA, 25351.709877/2020-62, 3.3384.0016.003-2,, 12/2030, GALAO, 24 Meses, 3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS, 3886 Registro de Produto de Risco 2 - Desinfetante Hospitalar para Superfícies Fixas e Artigos Não Críticos,, FLORAL
353,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", VALÊNCIA INDÚSTRIA E COMÉRCIO DE PRODUTOS DE LIMPEZA LTDA - EPP, 3.03384-1, DESINFETANTE USO HOSPITALAR VALÊNCIA, 25351.709877/2020-62, 3.3384.0016.004-0,, 12/2030, BOMBONA PLASTICA, 24 Meses, 3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS, 3886 Registro de Produto de Risco 2 - Desinfetante Hospitalar para Superfícies Fixas e Artigos Não Críticos,, FLORAL
354,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", VALÊNCIA INDÚSTRIA E COMÉRCIO DE PRODUTOS DE LIMPEZA LTDA - EPP, 3.03384-1, DESINFETANTE USO HOSPITALAR VALÊNCIA, 25351.709877/2020-62, 3.3384.0016.005-9,, 12/2030, FRASCO, 24 Meses, 3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS, 3886 Registro de Produto de Risco 2 - Desinfetante Hospitalar para Superfícies Fixas e Artigos Não Críticos,, LAVANDA
355,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", VALÊNCIA INDÚSTRIA E COMÉRCIO DE PRODUTOS DE LIMPEZA LTDA - EPP, 3.03384-1, DESINFETANTE USO HOSPITALAR VALÊNCIA, 25351.709877/2020-62, 3.3384.0016.006-7,, 12/2030, FRASCO DE PLASTICO OPACO, 24 Meses, 3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS, 3886 Registro de Produto de Risco 2 - Desinfetante Hospitalar para Superfícies Fixas e Artigos Não Críticos,, LAVANDA
356,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", VALÊNCIA INDÚSTRIA E COMÉRCIO DE PRODUTOS DE LIMPEZA LTDA - EPP, 3.03384-1, DESINFETANTE USO HOSPITALAR VALÊNCIA, 25351.709877/2020-62, 3.3384.0016.007-5,, 12/2030, GALAO, 24 Meses, 3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS, 3886 Registro de Produto de Risco 2 - Desinfetante Hospitalar para Superfícies Fixas e Artigos Não Críticos,, LAVANDA
357,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", VALÊNCIA INDÚSTRIA E COMÉRCIO DE PRODUTOS DE LIMPEZA LTDA - EPP, 3.03384-1, DESINFETANTE USO HOSPITALAR VALÊNCIA, 25351.709877/2020-62, 3.3384.0016.008-3,, 12/2030, BOMBONA PLASTICA, 24 Meses, 3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS, 3886 Registro de Produto de Risco 2 - Desinfetante Hospitalar para Superfícies Fixas e Artigos Não Críticos,, LAVANDA
358,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", VALÊNCIA INDÚSTRIA E COMÉRCIO DE PRODUTOS DE LIMPEZA LTDA - EPP, 3.03384-1, DESINFETANTE USO HOSPITALAR VALÊNCIA, 25351.709877/2020-62, 3.3384.0016.009-1,, 12/2030, FRASCO, 24 Meses, 3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS, 3886 Registro de Produto de Risco 2 - Desinfetante Hospitalar para Superfícies Fixas e Artigos Não Críticos,, C L PLUS
359,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", VALÊNCIA INDÚSTRIA E COMÉRCIO DE PRODUTOS DE LIMPEZA LTDA - EPP, 3.03384-1, DESINFETANTE USO HOSPITALAR VALÊNCIA, 25351.709877/2020-62, 3.3384.0016.010-5,, 12/2030, FRASCO DE PLASTICO OPACO, 24 Meses, 3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS, 3886 Registro de Produto de Risco 2 - Desinfetante Hospitalar para Superfícies Fixas e Artigos Não Críticos,, C L PLUS
360,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", VALÊNCIA INDÚSTRIA E COMÉRCIO DE PRODUTOS DE LIMPEZA LTDA - EPP, 3.03384-1, DESINFETANTE USO HOSPITALAR VALÊNCIA, 25351.709877/2020-62, 3.3384.0016.011-3,, 12/2030, GALAO, 24 Meses, 3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS, 3886 Registro de Produto de Risco 2 - Desinfetante Hospitalar para Superfícies Fixas e Artigos Não Críticos,, C L PLUS
361,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", VALÊNCIA INDÚSTRIA E COMÉRCIO DE PRODUTOS DE LIMPEZA LTDA - EPP, 3.03384-1, DESINFETANTE USO HOSPITALAR VALÊNCIA, 25351.709877/2020-62, 3.3384.0016.012-1,, 12/2030, BOMBONA PLASTICA, 24 Meses, 3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS, 3886 Registro de Produto de Risco 2 - Desinfetante Hospitalar para Superfícies Fixas e Artigos Não Críticos,, C L PLUS
362,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", VALÊNCIA INDÚSTRIA E COMÉRCIO DE PRODUTOS DE LIMPEZA LTDA - EPP, 3.03384-1, DESINFETANTE USO HOSPITALAR VALÊNCIA, 25351.709877/2020-62, 3.3384.0016.013-1,, 12/2030, FRASCO, 24 Meses, 3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS, 3886 Registro de Produto de Risco 2 - Desinfetante Hospitalar para Superfícies Fixas e Artigos Não Críticos,, FRESH
363,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", VALÊNCIA INDÚSTRIA E COMÉRCIO DE PRODUTOS DE LIMPEZA LTDA - EPP, 3.03384-1, DESINFETANTE USO HOSPITALAR VALÊNCIA, 25351.709877/2020-62, 3.3384.0016.014-8,, 12/2030, FRASCO DE PLASTICO OPACO, 24 Meses, 3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS, 3886 Registro de Produto de Risco 2 - Desinfetante Hospitalar para Superfícies Fixas e Artigos Não Críticos,, FRESH
364,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", VALÊNCIA INDÚSTRIA E COMÉRCIO DE PRODUTOS DE LIMPEZA LTDA - EPP, 3.03384-1, DESINFETANTE USO HOSPITALAR VALÊNCIA, 25351.709877/2020-62, 3.3384.0016.015-6,, 12/2030, GALAO, 24 Meses, 3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS, 3886 Registro de Produto de Risco 2 - Desinfetante Hospitalar para Superfícies Fixas e Artigos Não Críticos,, FRESH
365,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", VALÊNCIA INDÚSTRIA E COMÉRCIO DE PRODUTOS DE LIMPEZA LTDA - EPP, 3.03384-1, DESINFETANTE USO HOSPITALAR VALÊNCIA, 25351.709877/2020-62, 3.3384.0016.016-4,, 12/2030, BOMBONA PLASTICA, 24 Meses, 3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS, 3886 Registro de Produto de Risco 2 - Desinfetante Hospitalar para Superfícies Fixas e Artigos Não Críticos,, FRESH
366,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", VALÊNCIA INDÚSTRIA E COMÉRCIO DE PRODUTOS DE LIMPEZA LTDA - EPP, 3.03384-1, DESINFETANTE USO HOSPITALAR VALÊNCIA, 25351.709877/2020-62, 3.3384.0016.017-2,, 12/2030, FRASCO, 24 Meses, 3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS, 3886 Registro de Produto de Risco 2 - Desinfetante Hospitalar para Superfícies Fixas e Artigos Não Críticos,, SENSAÇÃO
367,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", VALÊNCIA INDÚSTRIA E COMÉRCIO DE PRODUTOS DE LIMPEZA LTDA - EPP, 3.03384-1, DESINFETANTE USO HOSPITALAR VALÊNCIA, 25351.709877/2020-62, 3.3384.0016.018-0,, 12/2030, FRASCO DE PLASTICO OPACO, 24 Meses, 3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS, 3886 Registro de Produto de Risco 2 - Desinfetante Hospitalar para Superfícies Fixas e Artigos Não Críticos,, SENSAÇÃO
368,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", VALÊNCIA INDÚSTRIA E COMÉRCIO DE PRODUTOS DE LIMPEZA LTDA - EPP, 3.03384-1, DESINFETANTE USO HOSPITALAR VALÊNCIA, 25351.709877/2020-62, 3.3384.0016.019-9,, 12/2030, GALAO, 24 Meses, 3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS, 3886 Registro de Produto de Risco 2 - Desinfetante Hospitalar para Superfícies Fixas e Artigos Não Críticos,, SENSAÇÃO
369,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", VALÊNCIA INDÚSTRIA E COMÉRCIO DE PRODUTOS DE LIMPEZA LTDA - EPP, 3.03384-1, DESINFETANTE USO HOSPITALAR VALÊNCIA, 25351.709877/2020-62, 3.3384.0016.020-2,, 12/2030, BOMBONA PLASTICA, 24 Meses, 3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS, 3886 Registro de Produto de Risco 2 - Desinfetante Hospitalar para Superfícies Fixas e Artigos Não Críticos,, SENSAÇÃO
370,"RESOLUÇÃO-RE Nº 5.389, DE 24 DE DEZEMBRO DE 2020", VALÊNCIA INDÚSTRIA E COMÉRCIO DE PRODUTOS DE LIMPEZA LTDA - EPP, 3.03384-1, DESINFETANTE USO HOSPITALAR VALÊNCIA, 25351.709877/2020-62, 3.3384.0016.021-0,, 12/2030, FRASCO, 24 Meses, 3205029 DESINFETANTE HOSPITALAR PARA SUPERFÍCIES FIXAS E ARTIGOS NÃO CRÍTICOS, 3886 Registro de Produto de Risco 2 - Desinfetante Hospitalar para Superfícies Fixas e Artigos Não Críticos,, INODORO
